,Family,Plant,Code,Lat,Long,Site,Location,Plot,Collection,Date_Label,Date,Year,Plant_family,ID_Num,Order,Subfamily,Genus,Species,Gender,Morph,Count,Type,fltyp,flcol,Functional_group,Functional_group2,int1,int,Pl_ID,Pol_ID
72,Andrenidae,Brassica_napus,WAN1_26.4_09,52.094N,11.417E,Wanzleben,WAN,1,2017,26.IV.2017,4/26/2017,2017,Brassicaceae,9,Hymenoptera,NA,Andrena,nigroaenea,male,Andrena.nigroaenea,3,Pin,DiskHN,g,Andrenidae,WildBee,Andrenidae-Brassica_napus,Andrena.nigroaenea-Brassica_napus,P_ 6,I_ 21
73,Andrenidae,Brassica_napus,SST3_28.4_05,51.354N,11.734E,Schafstaedt,SST,3,2017,28.IV.2017,4/28/2017,2017,Brassicaceae,5,Hymenoptera,NA,Andrena,cineraria,male,Andrena.cineraria,1,Pin,DiskHN,g,Andrenidae,WildBee,Andrenidae-Brassica_napus,Andrena.cineraria-Brassica_napus,P_ 6,I_  9
74,Andrenidae,Brassica_napus,SIP1_16.5_17,51.654N,11.038E,Siptenfelde,SIP,1,2017,16.V.2017,5/16/2017,2017,Brassicaceae,17,Hymenoptera,NA,Andrena,haemorrhoa,female,Andrena.haemorrhoa,1,Pin,DiskHN,g,Andrenidae,WildBee,Andrenidae-Brassica_napus,Andrena.haemorrhoa-Brassica_napus,P_ 6,I_ 16
75,Andrenidae,Taraxacum_officinale,GRE1_20.4_01,51.624N,11.455E,Greifenhagen,GRE,1,2017,20.IV.2017,4/20/2017,2017,Asteraceae,1,Hymenoptera,NA,Andrena,cineraria,male,Andrena.cineraria,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.cineraria-Taraxacum_officinale,P_40,I_  9
76,Andrenidae,Stellaria_holostea,GRE4_12.5_01,51.645N,11.439E,Greifenhagen,GRE,4,2017,12.V.2017,5/12/2017,2017,Caryophyllaceae,1,Hymenoptera,NA,Andrena,cineraria,female,Andrena.cineraria,1,Pin,DiskHN,w,Andrenidae,WildBee,Andrenidae-Stellaria_holostea,Andrena.cineraria-Stellaria_holostea,P_37,I_  9
77,Andrenidae,Lepidium_campestre,GRE3_28.4_01,51.619N,11.439E,Greifenhagen,GRE,3,2017,28.IV.2017,4/28/2017,2017,Brassicaceae,1,Hymenoptera,NA,Andrena,nitida,male,Andrena.nitida,1,Pin,DiskHN,w,Andrenidae,WildBee,Andrenidae-Lepidium_campestre,Andrena.nitida-Lepidium_campestre,P_23,I_ 22
78,Andrenidae,Descurainia_sophia,SST2_21.5_10,51.377N,11.720E,Schafstaedt,SST,2,2017,21.V.2021,5/21/2017,2017,Brassicaceae,10,Hymenoptera,NA,Andrena,floricola,female,Andrena.floricola,1,Pin,DiskHN,g,Andrenidae,WildBee,Andrenidae-Descurainia_sophia,Andrena.floricola-Descurainia_sophia,P_11,I_ 12
79,Andrenidae,Taraxacum_officinale,FRI3_20.4_04,51.633N,11.706E,Friedeburg,FRI,3,2017,20.IV.2017,4/20/2017,2017,Asteraceae,4,Hymenoptera,NA,Andrena,flavipes,female,Andrena.flavipes,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.flavipes-Taraxacum_officinale,P_40,I_ 11
80,Andrenidae,Prunus_cerasus,SST1_28.4_12,51.381N,11.717E,Schafstaedt,SST,1,2017,28.IV.2017,4/28/2017,2017,Rosaceae,12,Hymenoptera,NA,Andrena,minutuloides,female,Andrena.minutuloides,1,Pin,DiskHN,w,Andrenidae,WildBee,Andrenidae-Prunus_cerasus,Andrena.minutuloides-Prunus_cerasus,P_27,I_ 20
81,Andrenidae,Prunus_cerasus,SST1_28.4_11,51.381N,11.717E,Schafstaedt,SST,1,2017,28.IV.2017,4/28/2017,2017,Rosaceae,11,Hymenoptera,NA,Andrena,minutula,female,Andrena.minutula,1,Pin,DiskHN,w,Andrenidae,WildBee,Andrenidae-Prunus_cerasus,Andrena.minutula-Prunus_cerasus,P_27,I_ 19
82,Andrenidae,Taraxacum_officinale,GRE1_28.4_06,51.624N,11.455E,Greifenhagen,GRE,1,2017,28.IV.2017,4/28/2017,2017,Asteraceae,6,Hymenoptera,NA,Andrena,flavipes,female,Andrena.flavipes,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.flavipes-Taraxacum_officinale,P_40,I_ 11
83,Andrenidae,Taraxacum_officinale,SST3_20.4_01,51.354N,11.734E,Schafstaedt,SST,3,2017,20.IV.2017,4/20/2017,2017,Asteraceae,1,Hymenoptera,NA,Andrena,cineraria,female,Andrena.cineraria,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.cineraria-Taraxacum_officinale,P_40,I_  9
84,Andrenidae,Taraxacum_officinale,SIP2_26.4_02,51.638N,11.060E,Siptenfelde,SIP,2,2017,26.IV.2017,4/26/2017,2017,Asteraceae,2,Hymenoptera,NA,Andrena,cineraria,male,Andrena.cineraria,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.cineraria-Taraxacum_officinale,P_40,I_  9
85,Andrenidae,Taraxacum_officinale,WAN3_10.5_11,52.083N,11.418E,Wanzleben,WAN,3,2017,10.V.2017,5/10/2017,2017,Asteraceae,11,Hymenoptera,NA,Andrena,chrysosceles,female,Andrena.chrysosceles,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.chrysosceles-Taraxacum_officinale,P_40,I_  8
86,Andrenidae,Taraxacum_officinale,GRE1_20.4_05,51.624N,11.455E,Greifenhagen,GRE,1,2017,20.IV.2017,4/20/2017,2017,Asteraceae,5,Hymenoptera,NA,Andrena,strohmella,male,Andrena.strohmella,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.strohmella-Taraxacum_officinale,P_40,I_ 24
87,Andrenidae,Taraxacum_officinale,GRE3_28.4_08,51.619N,11.439E,Greifenhagen,GRE,3,2017,28.IV.2017,4/28/2017,2017,Asteraceae,8,Hymenoptera,NA,Andrena,flavipes,male,Andrena.flavipes,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.flavipes-Taraxacum_officinale,P_40,I_ 11
88,Andrenidae,Stellaria_media,SIP3_10.5_06,51.636N,11.054E,Siptenfelde,SIP,3,2017,10.V.2017,5/10/2017,2017,Caryophyllaceae,6,Hymenoptera,NA,Andrena,helvola,male,Andrena.helvola,1,Pin,DiskHN,w,Andrenidae,WildBee,Andrenidae-Stellaria_media,Andrena.helvola-Stellaria_media,P_38,I_ 17
89,Andrenidae,Taraxacum_officinale,GRE3_28.4_11,51.619N,11.439E,Greifenhagen,GRE,3,2017,28.IV.2017,4/28/2017,2017,Asteraceae,11,Hymenoptera,NA,Andrena,flavipes,male,Andrena.flavipes,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.flavipes-Taraxacum_officinale,P_40,I_ 11
90,Andrenidae,Crataegus_monogyna,SST1_21.5_09,51.381N,11.717E,Schafstaedt,SST,1,2017,21.V.2017,5/21/2017,2017,Rosaceae,9,Hymenoptera,NA,Andrena,haemorrhoa,female,Andrena.haemorrhoa,1,Pin,DiskON,w,Andrenidae,WildBee,Andrenidae-Crataegus_monogyna,Andrena.haemorrhoa-Crataegus_monogyna,P_ 9,I_ 16
91,Andrenidae,Taraxacum_officinale,FRI3_20.4_03,51.633N,11.706E,Friedeburg,FRI,3,2017,20.IV.2017,4/20/2017,2017,Asteraceae,3,Hymenoptera,NA,Andrena,nigroaenea,female,Andrena.nigroaenea,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.nigroaenea-Taraxacum_officinale,P_40,I_ 21
92,Andrenidae,Brassica_napus,HAR4_11.5_12,51.826N,11.067E,Harsleben,HAR,4,2017,11.V.2017,5/11/2017,2017,Brassicaceae,12,Hymenoptera,NA,Andrena,nigroaenea,male,Andrena.nigroaenea,1,Pin,DiskHN,g,Andrenidae,WildBee,Andrenidae-Brassica_napus,Andrena.nigroaenea-Brassica_napus,P_ 6,I_ 21
93,Andrenidae,Taraxacum_officinale,SST2_28.4_07,51.377N,11.720E,Schafstaedt,SST,2,2017,28.IV.2017,4/28/2017,2017,Asteraceae,7,Hymenoptera,NA,Andrena,flavipes,male,Andrena.flavipes,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.flavipes-Taraxacum_officinale,P_40,I_ 11
94,Andrenidae,Prunus_cerasus,HAR1_11.5_03,51.857N,11.071E,Harsleben,HAR,1,2017,11.V.2017,5/11/2017,2017,Rosaceae,3,Hymenoptera,NA,Andrena,haemorrhoa,female,Andrena.haemorrhoa,1,Pin,DiskHN,w,Andrenidae,WildBee,Andrenidae-Prunus_cerasus,Andrena.haemorrhoa-Prunus_cerasus,P_27,I_ 16
95,Andrenidae,Prunus_cerasus,FRI2_3.5_06,51.623N,11.730E,Friedeburg,FRI,2,2017,3.V.2022,5/3/2017,2017,Rosaceae,6,Hymenoptera,NA,Andrena,scotica,female,Andrena.scotica,1,Pin,DiskHN,w,Andrenidae,WildBee,Andrenidae-Prunus_cerasus,Andrena.scotica-Prunus_cerasus,P_27,I_ 23
96,Andrenidae,Prunus_cerasus,SST1_12.5_01,51.381N,11.717E,Schafstaedt,SST,1,2017,12.V.2017,5/12/2017,2017,Rosaceae,1,Hymenoptera,NA,Andrena,nigroaenea,male,Andrena.nigroaenea,1,Pin,DiskHN,w,Andrenidae,WildBee,Andrenidae-Prunus_cerasus,Andrena.nigroaenea-Prunus_cerasus,P_27,I_ 21
97,Andrenidae,Daucus_carota,WAN1_10.5_05,52.094N,11.417E,Wanzleben,WAN,1,2017,10.V.2017,5/10/2017,2017,Apiaceae,5,Hymenoptera,NA,Andrena,haemorrhoa,female,Andrena.haemorrhoa,1,Pin,DiskON,w,Andrenidae,WildBee,Andrenidae-Daucus_carota,Andrena.haemorrhoa-Daucus_carota,P_10,I_ 16
98,Andrenidae,Brassica_napus,SST2_28.4_08,51.377N,11.720E,Schafstaedt,SST,2,2017,28.IV.2017,4/28/2017,2017,Brassicaceae,8,Hymenoptera,NA,Andrena,helvola,female,Andrena.helvola,1,Pin,DiskHN,g,Andrenidae,WildBee,Andrenidae-Brassica_napus,Andrena.helvola-Brassica_napus,P_ 6,I_ 17
99,Andrenidae,Brassica_napus,WAN2_22.5_05,52.092N,11.427E,Wanzleben,WAN,2,2017,22.V.2025,5/22/2017,2017,Brassicaceae,5,Hymenoptera,NA,Andrena,flavipes,female,Andrena.flavipes,1,Pin,DiskHN,g,Andrenidae,WildBee,Andrenidae-Brassica_napus,Andrena.flavipes-Brassica_napus,P_ 6,I_ 11
100,Andrenidae,Taraxacum_officinale,SST3_3.5_01,51.354N,11.734E,Schafstaedt,SST,3,2017,3.V.2017,5/3/2017,2017,Asteraceae,1,Hymenoptera,NA,Andrena,cineraria,female,Andrena.cineraria,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.cineraria-Taraxacum_officinale,P_40,I_  9
101,Andrenidae,Brassica_napus,SST3_28.4_07,51.354N,11.734E,Schafstaedt,SST,3,2017,28.IV.2017,4/28/2017,2017,Brassicaceae,7,Hymenoptera,NA,Andrena,cineraria,male,Andrena.cineraria,1,Pin,DiskHN,g,Andrenidae,WildBee,Andrenidae-Brassica_napus,Andrena.cineraria-Brassica_napus,P_ 6,I_  9
102,Andrenidae,Brassica_napus,SST3_28.4_04,51.354N,11.734E,Schafstaedt,SST,3,2017,28.IV.2017,4/28/2017,2017,Brassicaceae,4,Hymenoptera,NA,Andrena,cineraria,male,Andrena.cineraria,1,Pin,DiskHN,g,Andrenidae,WildBee,Andrenidae-Brassica_napus,Andrena.cineraria-Brassica_napus,P_ 6,I_  9
103,Andrenidae,Taraxacum_officinale,SIP2_10.5_08,51.638N,11.060E,Siptenfelde,SIP,2,2017,10.V.2017,5/10/2017,2017,Asteraceae,8,Hymenoptera,NA,Andrena,cineraria,female,Andrena.cineraria,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.cineraria-Taraxacum_officinale,P_40,I_  9
104,Andrenidae,Taraxacum_officinale,WAN3_10.5_07,52.083N,11.418E,Wanzleben,WAN,3,2017,10.V.2017,5/10/2017,2017,Asteraceae,7,Hymenoptera,NA,Andrena,haemorrhoa,female,Andrena.haemorrhoa,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.haemorrhoa-Taraxacum_officinale,P_40,I_ 16
105,Andrenidae,Brassica_napus,SST3_28.4_s1,51.354N,11.734E,Schafstaedt,SST,3,2017,28.IV.2018,4/28/2017,2017,Brassicaceae,s1,Hymenoptera,NA,Andrena,cineraria,NA,Andrena.cineraria,18,Sight,DiskHN,g,Andrenidae,WildBee,Andrenidae-Brassica_napus,Andrena.cineraria-Brassica_napus,P_ 6,I_  9
106,Andrenidae,Taraxacum_officinale,GRE3_7.5_11,51.619N,11.439E,Greifenhagen,GRE,3,2017,7.V.2017,5/7/2017,2017,Asteraceae,11,Hymenoptera,NA,Andrena,cineraria,female,Andrena.cineraria,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.cineraria-Taraxacum_officinale,P_40,I_  9
107,Andrenidae,Taraxacum_officinale,SIP1_16.5_03,51.654N,11.038E,Siptenfelde,SIP,1,2017,16.V.2017,5/16/2017,2017,Asteraceae,3,Hymenoptera,NA,Andrena,haemorrhoa,female,Andrena.haemorrhoa,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.haemorrhoa-Taraxacum_officinale,P_40,I_ 16
108,Andrenidae,Lepidium_campestre,FRI3_3.5_03,51.633N,11.706E,Friedeburg,FRI,3,2017,3.V.2017,5/3/2017,2017,Brassicaceae,3,Hymenoptera,NA,Andrena,floricola,female,Andrena.floricola,1,Pin,DiskHN,w,Andrenidae,WildBee,Andrenidae-Lepidium_campestre,Andrena.floricola-Lepidium_campestre,P_23,I_ 12
109,Andrenidae,Taraxacum_officinale,SIP1_10.5_06,51.654N,11.038E,Siptenfelde,SIP,1,2017,10.V.2017,5/10/2017,2017,Asteraceae,6,Hymenoptera,NA,Andrena,haemorrhoa,female,Andrena.haemorrhoa,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.haemorrhoa-Taraxacum_officinale,P_40,I_ 16
110,Andrenidae,Capsella_bursa-pastoris,SST3_21.5_03,51.354N,11.734E,Schafstaedt,SST,3,2017,21.V.2020,5/21/2017,2017,Brassicaceae,3,Hymenoptera,NA,Andrena,cineraria,female,Andrena.cineraria,1,Pin,DiskHN,w,Andrenidae,WildBee,Andrenidae-Capsella_bursa-pastoris,Andrena.cineraria-Capsella_bursa-pastoris,P_ 8,I_  9
111,Andrenidae,Taraxacum_officinale,SIP1_16.5_06,51.654N,11.038E,Siptenfelde,SIP,1,2017,16.V.2017,5/16/2017,2017,Asteraceae,6,Hymenoptera,NA,Andrena,fucata,male,Andrena.fucata,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.fucata-Taraxacum_officinale,P_40,I_ 13
112,Andrenidae,Taraxacum_officinale,GRE1_7.5_20,51.624N,11.455E,Greifenhagen,GRE,1,2017,7.V.2017,5/7/2017,2017,Asteraceae,20,Hymenoptera,NA,Andrena,cineraria,female,Andrena.cineraria,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.cineraria-Taraxacum_officinale,P_40,I_  9
113,Andrenidae,Taraxacum_officinale,SIP2_16.5_19,51.638N,11.060E,Siptenfelde,SIP,2,2017,16.V.2019,5/16/2017,2017,Asteraceae,19,Hymenoptera,NA,Andrena,chrysosceles,female,Andrena.chrysosceles,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.chrysosceles-Taraxacum_officinale,P_40,I_  8
114,Andrenidae,Brassica_napus,SST3_28.4_09,51.354N,11.734E,Schafstaedt,SST,3,2017,28.IV.2023,4/28/2017,2017,Brassicaceae,9,Hymenoptera,NA,Andrena,nigroaenea,male,Andrena.nigroaenea,1,Pin,DiskHN,g,Andrenidae,WildBee,Andrenidae-Brassica_napus,Andrena.nigroaenea-Brassica_napus,P_ 6,I_ 21
115,Andrenidae,Brassica_napus,SST3_28.4_s2,51.354N,11.734E,Schafstaedt,SST,3,2017,28.IV.2022,4/28/2017,2017,Brassicaceae,s2,Hymenoptera,NA,Andrena,helvola,NA,Andrena.helvola,3,Sight,DiskHN,g,Andrenidae,WildBee,Andrenidae-Brassica_napus,Andrena.helvola-Brassica_napus,P_ 6,I_ 17
116,Andrenidae,Brassica_napus,WAN1_17.5_07,52.094N,11.417E,Wanzleben,WAN,1,2017,17.V.2025,5/17/2017,2017,Brassicaceae,7,Hymenoptera,NA,Andrena,haemorrhoa,female,Andrena.haemorrhoa,1,Pin,DiskHN,g,Andrenidae,WildBee,Andrenidae-Brassica_napus,Andrena.haemorrhoa-Brassica_napus,P_ 6,I_ 16
117,Andrenidae,Taraxacum_officinale,WAN3_10.5_14,52.083N,11.418E,Wanzleben,WAN,3,2017,10.V.2017,5/10/2017,2017,Asteraceae,14,Hymenoptera,NA,Andrena,nitida,female,Andrena.nitida,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.nitida-Taraxacum_officinale,P_40,I_ 22
118,Andrenidae,Taraxacum_officinale,SST3_20.4_03,51.354N,11.734E,Schafstaedt,SST,3,2017,20.IV.2017,4/20/2017,2017,Asteraceae,3,Hymenoptera,NA,Andrena,cineraria,male,Andrena.cineraria,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.cineraria-Taraxacum_officinale,P_40,I_  9
119,Andrenidae,Brassica_napus,SST3_3.5_s1,51.354N,11.734E,Schafstaedt,SST,3,2017,3.V.2018,5/3/2017,2017,Brassicaceae,s1,Hymenoptera,NA,Andrena,flavipes,NA,Andrena.flavipes,5,Sight,DiskHN,g,Andrenidae,WildBee,Andrenidae-Brassica_napus,Andrena.flavipes-Brassica_napus,P_ 6,I_ 11
120,Andrenidae,Prunus_cerasus,FRI2_3.5_07,51.623N,11.730E,Friedeburg,FRI,2,2017,3.V.2021,5/3/2017,2017,Rosaceae,7,Hymenoptera,NA,Andrena,gravida,male,Andrena.gravida,1,Pin,DiskHN,w,Andrenidae,WildBee,Andrenidae-Prunus_cerasus,Andrena.gravida-Prunus_cerasus,P_27,I_ 15
121,Andrenidae,Taraxacum_officinale,SST3_28.4_02,51.354N,11.734E,Schafstaedt,SST,3,2017,28.IV.2019,4/28/2017,2017,Asteraceae,2,Hymenoptera,NA,Andrena,flavipes,male,Andrena.flavipes,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.flavipes-Taraxacum_officinale,P_40,I_ 11
122,Andrenidae,Prunus_avium,FRI1_20.4_01,51.621N,11.722E,Friedeburg,FRI,1,2017,20.IV.2017,4/20/2017,2017,Rosaceae,1,Hymenoptera,NA,Andrena,fulva,female,Andrena.fulva,1,Pin,DiskHN,w,Andrenidae,WildBee,Andrenidae-Prunus_avium,Andrena.fulva-Prunus_avium,P_26,I_ 14
123,Andrenidae,Brassica_napus,GRE3_7.5_04,51.619N,11.439E,Greifenhagen,GRE,3,2017,7.V.2017,5/7/2017,2017,Brassicaceae,4,Hymenoptera,NA,Andrena,dorsata,female,Andrena.dorsata,1,Pin,DiskHN,g,Andrenidae,WildBee,Andrenidae-Brassica_napus,Andrena.dorsata-Brassica_napus,P_ 6,I_ 10
124,Andrenidae,Fragaria_vesca,FRI1_11.5_s4,51.621N,11.722E,Friedeburg,FRI,1,2017,11.V.2022,5/11/2017,2017,Rosaceae,s4,Hymenoptera,NA,Andrena,minutuloides,NA,Andrena.minutuloides,1,Sight,DiskHN,w,Andrenidae,WildBee,Andrenidae-Fragaria_vesca,Andrena.minutuloides-Fragaria_vesca,P_15,I_ 20
125,Andrenidae,Taraxacum_officinale,FRI3_20.4_06,51.633N,11.706E,Friedeburg,FRI,3,2017,20.IV.2017,4/20/2017,2017,Asteraceae,6,Hymenoptera,NA,Andrena,haemorrhoa,male,Andrena.haemorrhoa,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.haemorrhoa-Taraxacum_officinale,P_40,I_ 16
126,Andrenidae,Taraxacum_officinale,HAR3_26.4_03,51.854N,11.088E,Harsleben,HAR,3,2017,26.IV.2017,4/26/2017,2017,Asteraceae,3,Hymenoptera,NA,Andrena,cineraria,female,Andrena.cineraria,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.cineraria-Taraxacum_officinale,P_40,I_  9
127,Andrenidae,Taraxacum_officinale,GRE3_28.4_04,51.619N,11.439E,Greifenhagen,GRE,3,2017,28.IV.2017,4/28/2017,2017,Asteraceae,4,Hymenoptera,NA,Andrena,haemorrhoa,male,Andrena.haemorrhoa,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.haemorrhoa-Taraxacum_officinale,P_40,I_ 16
128,Andrenidae,Taraxacum_officinale,GRE1_7.5_16,51.624N,11.455E,Greifenhagen,GRE,1,2017,7.V.2017,5/7/2017,2017,Asteraceae,16,Hymenoptera,NA,Andrena,cineraria,male,Andrena.cineraria,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.cineraria-Taraxacum_officinale,P_40,I_  9
129,Andrenidae,Prunus_cerasus,SST2_3.5_s3,51.377N,11.720E,Schafstaedt,SST,2,2017,3.V.2018,5/3/2017,2017,Rosaceae,s3,Hymenoptera,NA,Andrena,flavipes,NA,Andrena.flavipes,1,Sight,DiskHN,w,Andrenidae,WildBee,Andrenidae-Prunus_cerasus,Andrena.flavipes-Prunus_cerasus,P_27,I_ 11
130,Andrenidae,Prunus_spinosa,GRE4_20.4_01,51.645N,11.439E,Greifenhagen,GRE,4,2017,20.IV.2017,4/20/2017,2017,Rosaceae,1,Hymenoptera,NA,Andrena,cineraria,male,Andrena.cineraria,1,Pin,DiskHN,w,Andrenidae,WildBee,Andrenidae-Prunus_spinosa,Andrena.cineraria-Prunus_spinosa,P_28,I_  9
131,Andrenidae,Taraxacum_officinale,WAN3_10.5_02,52.083N,11.418E,Wanzleben,WAN,3,2017,10.V.2019,5/10/2017,2017,Asteraceae,2,Hymenoptera,NA,Andrena,vaga,female,Andrena.vaga,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.vaga-Taraxacum_officinale,P_40,I_ 27
132,Andrenidae,Taraxacum_officinale,GRE1_20.4_08,51.624N,11.455E,Greifenhagen,GRE,1,2017,20.IV.2017,4/20/2017,2017,Asteraceae,8,Hymenoptera,NA,Andrena,strohmella,male,Andrena.strohmella,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.strohmella-Taraxacum_officinale,P_40,I_ 24
133,Andrenidae,Veronica_chamaedrys,HAR1_22.5_12,51.857N,11.071E,Harsleben,HAR,1,2017,22.V.2019,5/22/2017,2017,Plantaginaceae,12,Hymenoptera,NA,Andrena,labiata,male,Andrena.labiata,1,Pin,Lip,b,Andrenidae,WildBee,Andrenidae-Veronica_chamaedrys,Andrena.labiata-Veronica_chamaedrys,P_45,I_ 18
134,Andrenidae,Capsella_bursa-pastoris,SST1_3.5_01,51.381N,11.717E,Schafstaedt,SST,1,2017,3.V.2017,5/3/2017,2017,Brassicaceae,1,Hymenoptera,NA,Andrena,minutula,female,Andrena.minutula,1,Pin,DiskHN,w,Andrenidae,WildBee,Andrenidae-Capsella_bursa-pastoris,Andrena.minutula-Capsella_bursa-pastoris,P_ 8,I_ 19
135,Andrenidae,Taraxacum_officinale,SST2_28.4_06,51.377N,11.720E,Schafstaedt,SST,2,2017,28.IV.2017,4/28/2017,2017,Asteraceae,6,Hymenoptera,NA,Andrena,gravida,male,Andrena.gravida,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.gravida-Taraxacum_officinale,P_40,I_ 15
136,Andrenidae,Prunus_cerasus,GRE4_7.5_03,51.645N,11.439E,Greifenhagen,GRE,4,2017,7.V.2017,5/7/2017,2017,Rosaceae,3,Hymenoptera,NA,Andrena,haemorrhoa,male,Andrena.haemorrhoa,1,Pin,DiskHN,w,Andrenidae,WildBee,Andrenidae-Prunus_cerasus,Andrena.haemorrhoa-Prunus_cerasus,P_27,I_ 16
137,Andrenidae,Crataegus_monogyna,HAR3_16.5_03,51.854N,11.088E,Harsleben,HAR,3,2017,16.V.2017,5/16/2017,2017,Rosaceae,3,Hymenoptera,NA,Andrena,cineraria,female,Andrena.cineraria,1,Pin,DiskON,w,Andrenidae,WildBee,Andrenidae-Crataegus_monogyna,Andrena.cineraria-Crataegus_monogyna,P_ 9,I_  9
138,Andrenidae,Taraxacum_officinale,WAN3_26.4_07,52.083N,11.418E,Wanzleben,WAN,3,2017,26.IV.2017,4/26/2017,2017,Asteraceae,7,Hymenoptera,NA,Andrena,haemorrhoa,female,Andrena.haemorrhoa,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.haemorrhoa-Taraxacum_officinale,P_40,I_ 16
139,Andrenidae,Brassica_napus,WAN1_10.5_02,52.094N,11.417E,Wanzleben,WAN,1,2017,10.V.2017,5/10/2017,2017,Brassicaceae,2,Hymenoptera,NA,Andrena,nigroaenea,female,Andrena.nigroaenea,1,Pin,DiskHN,g,Andrenidae,WildBee,Andrenidae-Brassica_napus,Andrena.nigroaenea-Brassica_napus,P_ 6,I_ 21
140,Andrenidae,Brassica_napus,SST1_28.4_03,51.381N,11.717E,Schafstaedt,SST,1,2017,28.IV.2017,4/28/2017,2017,Brassicaceae,3,Hymenoptera,NA,Andrena,alfkenella,male,Andrena.alfkenella,1,Pin,DiskHN,g,Andrenidae,WildBee,Andrenidae-Brassica_napus,Andrena.alfkenella-Brassica_napus,P_ 6,I_  7
141,Andrenidae,Veronica_chamaedrys,WAN1_17.5_02,52.094N,11.417E,Wanzleben,WAN,1,2017,17.V.2017,5/17/2017,2017,Plantaginaceae,2,Hymenoptera,NA,Andrena,viridescens,female,Andrena.viridescens,1,Pin,Lip,b,Andrenidae,WildBee,Andrenidae-Veronica_chamaedrys,Andrena.viridescens-Veronica_chamaedrys,P_45,I_ 29
142,Andrenidae,Taraxacum_officinale,GRE3_28.4_09,51.619N,11.439E,Greifenhagen,GRE,3,2017,28.IV.2017,4/28/2017,2017,Asteraceae,9,Hymenoptera,NA,Andrena,nigroaenea,male,Andrena.nigroaenea,1,Pin,FlowerHead,g,Andrenidae,WildBee,Andrenidae-Taraxacum_officinale,Andrena.nigroaenea-Taraxacum_officinale,P_40,I_ 21
143,Andrenidae,Bellis_perennis,SST3_3.5_06,51.354N,11.734E,Schafstaedt,SST,3,2017,3.V.2017,5/3/2017,2017,Asteraceae,6,Hymenoptera,NA,Andrena,cineraria,male,Andrena.cineraria,1,Pin,FlowerHead,w,Andrenidae,WildBee,Andrenidae-Bellis_perennis,Andrena.cineraria-Bellis_perennis,P_ 5,I_  9
